2021-04-17 22:13:22.811 [restartedMain] INFO  com.mizhi.yxd.TestSpboot2Application - Starting TestSpboot2Application on DESKTOP-JTIQN63 with PID 7444 (F:\mizhi\poorInfo\target\classes started by 22 in F:\mizhi\poorInfo)
2021-04-17 22:13:22.816 [restartedMain] INFO  com.mizhi.yxd.TestSpboot2Application - No active profile set, falling back to default profiles: default
2021-04-17 22:13:23.010 [restartedMain] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6f2ae893: startup date [Sat Apr 17 22:13:23 CST 2021]; root of context hierarchy
2021-04-17 22:13:25.402 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-04-17 22:13:25.435 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-04-17 22:13:25.858 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$9c166644] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-17 22:13:25.988 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.hateoas.config.HateoasConfiguration' of type [org.springframework.hateoas.config.HateoasConfiguration$$EnhancerBySpringCGLIB$$1b96b376] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-17 22:13:26.493 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-04-17 22:13:26.503 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-04-17 22:13:26.510 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-04-17 22:13:26.510 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.32
2021-04-17 22:13:26.514 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\NVIDIA Corporation\NVIDIA NGX;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;%JAVA_HOME%\bin;%MYSQL_HOME%\bin;E:\work_soft\apache-maven-3.6.0\bin;%MONGO_HOME%\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Users\22\AppData\Local\Microsoft\WindowsApps;;.]
2021-04-17 22:13:26.771 [localhost-startStop-1] INFO  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2021-04-17 22:13:26.775 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-04-17 22:13:26.776 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3766 ms
2021-04-17 22:13:26.865 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
2021-04-17 22:13:26.869 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2021-04-17 22:13:26.869 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2021-04-17 22:13:26.869 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2021-04-17 22:13:26.869 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2021-04-17 22:13:26.973 [restartedMain] WARN  org.flywaydb.core.Flyway - Direct configuration of the Flyway object has been deprecated and will be removed in Flyway 6.0. Use Flyway.configure() instead.
2021-04-17 22:13:26.974 [restartedMain] WARN  org.flywaydb.core.Flyway - Direct configuration of the Flyway object has been deprecated and will be removed in Flyway 6.0. Use Flyway.configure() instead.
2021-04-17 22:13:26.974 [restartedMain] WARN  org.flywaydb.core.Flyway - Direct configuration retrieval from the Flyway object has been deprecated and will be removed in Flyway 6.0. Use Flyway.getConfiguration() instead.
2021-04-17 22:13:27.011 [restartedMain] WARN  org.flywaydb.core.Flyway - Direct configuration retrieval from the Flyway object has been deprecated and will be removed in Flyway 6.0. Use Flyway.getConfiguration() instead.
2021-04-17 22:13:27.012 [restartedMain] WARN  org.flywaydb.core.Flyway - Direct configuration of the Flyway object has been deprecated and will be removed in Flyway 6.0. Use Flyway.configure() instead.
2021-04-17 22:13:27.024 [restartedMain] WARN  org.flywaydb.core.Flyway - Direct configuration of the Flyway object has been deprecated and will be removed in Flyway 6.0. Use Flyway.configure() instead.
2021-04-17 22:13:27.025 [restartedMain] WARN  org.flywaydb.core.Flyway - Direct configuration of the Flyway object has been deprecated and will be removed in Flyway 6.0. Use Flyway.configure() instead.
2021-04-17 22:13:27.038 [restartedMain] INFO  org.flywaydb.core.internal.license.VersionPrinter - Flyway Community Edition 5.2.1 by Boxfuse
2021-04-17 22:13:27.041 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-04-17 22:13:27.042 [restartedMain] WARN  com.zaxxer.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
2021-04-17 22:13:27.634 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-04-17 22:13:27.637 [restartedMain] INFO  o.flywaydb.core.internal.database.DatabaseFactory - Database: jdbc:mysql://localhost:3306/mizhi (MySQL 8.0)
2021-04-17 22:13:27.703 [restartedMain] INFO  org.flywaydb.core.internal.command.DbValidate - Successfully validated 2 migrations (execution time 00:00.023s)
2021-04-17 22:13:27.711 [restartedMain] INFO  org.flywaydb.core.internal.command.DbMigrate - Current version of schema `mizhi`: 1.1
2021-04-17 22:13:27.711 [restartedMain] INFO  org.flywaydb.core.internal.command.DbMigrate - Schema `mizhi` is up to date. No migration necessary.
2021-04-17 22:13:27.846 [restartedMain] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
2021-04-17 22:13:27.856 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2021-04-17 22:13:27.922 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.2.17.Final}
2021-04-17 22:13:27.924 [restartedMain] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2021-04-17 22:13:27.962 [restartedMain] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2021-04-17 22:13:28.629 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-04-17 22:13:28.792 [restartedMain] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-04-17 22:13:29.382 [restartedMain] INFO  org.springframework.aop.framework.CglibAopProxy - Method [java.util.List springfox.documentation.schema.property.OptimizedModelPropertiesProvider.candidateProperties(com.fasterxml.classmate.ResolvedType,com.fasterxml.jackson.databind.introspect.AnnotatedMember,com.fasterxml.jackson.databind.introspect.BeanPropertyDefinition,springfox.documentation.spi.schema.contexts.ModelContext)] is package-visible across different ClassLoaders and cannot get proxied via CGLIB: Declare this method as public or protected if you need to support invocations through the proxy.
2021-04-17 22:13:29.532 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-04-17 22:13:29.595 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/Sys/dealLogin]}" onto public com.mizhi.yxd.result.Result com.mizhi.yxd.controller.dealcontroller.LoginResgisterDeal.getInfo(java.lang.String,java.lang.String,java.lang.Integer,javax.servlet.http.HttpSession)
2021-04-17 22:13:29.595 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/Sys/registUser]}" onto public com.mizhi.yxd.result.Result com.mizhi.yxd.controller.dealcontroller.LoginResgisterDeal.registUser(java.util.Map)
2021-04-17 22:13:29.596 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/Sys/updatePwd]}" onto public com.mizhi.yxd.result.Result com.mizhi.yxd.controller.dealcontroller.LoginResgisterDeal.updatePwd(com.mizhi.yxd.vo.PwdVo,javax.servlet.http.HttpSession)
2021-04-17 22:13:29.596 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/Sys/delete/{account}],methods=[DELETE]}" onto public com.mizhi.yxd.result.Result<java.lang.Integer> com.mizhi.yxd.controller.dealcontroller.LoginResgisterDeal.deleteUser(java.lang.String)
2021-04-17 22:13:29.596 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/Sys/reset/{account}],methods=[GET]}" onto public com.mizhi.yxd.result.Result<java.lang.String> com.mizhi.yxd.controller.dealcontroller.LoginResgisterDeal.resetUserPwd(java.lang.String)
2021-04-17 22:13:29.596 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/Sys/userManager],methods=[POST]}" onto public java.lang.Object com.mizhi.yxd.controller.dealcontroller.LoginResgisterDeal.userManager(java.lang.String,java.lang.String,com.mizhi.yxd.vo.UserQueryVo,javax.servlet.http.HttpSession)
2021-04-17 22:13:29.596 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/Sys/importAccount],methods=[POST]}" onto public com.mizhi.yxd.result.Result<java.lang.String> com.mizhi.yxd.controller.dealcontroller.LoginResgisterDeal.importExcel(org.springframework.web.multipart.MultipartFile,javax.servlet.http.HttpSession) throws java.io.IOException
2021-04-17 22:13:29.598 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/poor/deletes],methods=[POST]}" onto public com.mizhi.yxd.result.Result<java.lang.Integer> com.mizhi.yxd.controller.dealcontroller.PoorController.deletePoolInfos(java.lang.String)
2021-04-17 22:13:29.598 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/poor/delete/{id}],methods=[DELETE]}" onto public com.mizhi.yxd.result.Result<java.lang.Integer> com.mizhi.yxd.controller.dealcontroller.PoorController.deletePoorInfo(java.lang.String)
2021-04-17 22:13:29.598 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/poor/import],methods=[POST]}" onto public com.mizhi.yxd.result.Result<java.lang.String> com.mizhi.yxd.controller.dealcontroller.PoorController.importExcel(org.springframework.web.multipart.MultipartFile,javax.servlet.http.HttpSession) throws java.io.IOException
2021-04-17 22:13:29.598 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/poor/poorInfo],methods=[POST]}" onto public java.lang.Object com.mizhi.yxd.controller.dealcontroller.PoorController.poorInfo(java.lang.String,java.lang.String,javax.servlet.http.HttpSession,com.mizhi.yxd.request.PoorRequest)
2021-04-17 22:13:29.599 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/poor/update],methods=[PUT]}" onto public com.mizhi.yxd.result.Result<java.lang.String> com.mizhi.yxd.controller.dealcontroller.PoorController.updatePoorInfo(com.mizhi.yxd.vo.UpdatePoorVo,javax.servlet.http.HttpSession)
2021-04-17 22:13:29.599 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/poor/export],methods=[GET]}" onto public void com.mizhi.yxd.controller.dealcontroller.PoorController.exportPoorInfo(java.lang.String,java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse) throws java.io.IOException
2021-04-17 22:13:29.599 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/poor/download],methods=[GET]}" onto public org.springframework.http.ResponseEntity<byte[]> com.mizhi.yxd.controller.dealcontroller.PoorController.downloadTemp() throws java.io.IOException
2021-04-17 22:13:29.601 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/poor/add],methods=[POST]}" onto public com.mizhi.yxd.result.Result<java.lang.String> com.mizhi.yxd.controller.dealcontroller.PoorController.addPoorInfo(com.mizhi.yxd.vo.PoorExportVo,javax.servlet.http.HttpSession)
2021-04-17 22:13:29.602 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/statistic/learningPeriod],methods=[POST]}" onto public java.lang.Object com.mizhi.yxd.controller.dealcontroller.StatisticalController.learningPeriod(com.mizhi.yxd.vo.StatisticQueryVo,javax.servlet.http.HttpSession)
2021-04-17 22:13:29.602 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/statistic/learningPeriod/export],methods=[GET]}" onto public void com.mizhi.yxd.controller.dealcontroller.StatisticalController.exportLearningPeriod(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse) throws java.io.IOException
2021-04-17 22:13:29.602 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/statistic/learningPeriodInMizhi],methods=[POST]}" onto public java.lang.Object com.mizhi.yxd.controller.dealcontroller.StatisticalController.learningPeriodInMizhi(com.mizhi.yxd.vo.StatisticQueryVo,javax.servlet.http.HttpSession)
2021-04-17 22:13:29.603 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/statistic/schoolPeriodInMizhi],methods=[POST]}" onto public java.lang.Object com.mizhi.yxd.controller.dealcontroller.StatisticalController.schoolPeriodInMizhi(com.mizhi.yxd.vo.StatisticQueryVo,javax.servlet.http.HttpSession)
